price,title,location,land_size_m2,building_size_m2,link
Rp 680 Juta,Rumah Siap Huni Area Sawojajar 1 Dekat Exit Tol,"Sawojajar, Malang",105,100,https://www.rumah123.com/properti/malang-sawojajar/rumah-siap-huni-area-sawojajar-1-dekat-exit-tol-hos41078442/
Rp 800 Juta,Rumah Cakep Komplek One Gate di Green Hill Karang Ploso Malang,"Karangploso, Malang",72,70,https://www.rumah123.com/properti/malang-karangploso/rumah-cakep-komplek-one-gate-di-green-hill-karang-ploso-malang-hos41132401/
"Rp 1,35 Miliar",Dijual Rumah Gratis Villa Lokasi Batu Malang Shm,"Batu, Malang",99,70,https://www.rumah123.com/properti/malang-batu/dijual-rumah-gratis-villa-lokasi-batu-malang-shm-hos17986907/
"Rp 1,5 Miliar",Rumah Murah Luas Area Jl Sarangan Dekat Jalan Raya Ja Suprapto,"Lowokwaru, Malang",211,150,https://www.rumah123.com/properti/malang-lowokwaru/rumah-murah-luas-area-jl-sarangan-dekat-jalan-raya-ja-suprapto-hos40406251/
Rp 475 Juta,"Rumah 1,5 LT di Wisata Bukit Sentul Lawang","Lawang, Malang",72,60,https://www.rumah123.com/properti/malang-lawang/rumah-15-lt-di-wisata-bukit-sentul-lawang-hos39521115/
"Rp 1,4 Miliar",Dijual Rumah Di Graha Kencana Arjosari Dkt Exit Tol,"Arjosari, Malang",153,100,https://www.rumah123.com/properti/malang-arjosari/dijual-rumah-di-graha-kencana-arjosari-dkt-exit-tol-hos40598884/
"Rp 1,49 Miliar",Dijual Cepat Rumah Villa Puncak Tidar Dekat Elpico Danma Chung,"Tidar, Malang",135,100,https://www.rumah123.com/properti/malang-tidar/dijual-cepat-rumah-villa-puncak-tidar-dekat-elpico-danma-chung-hos41266432/
"Rp 1,48 Miliar",Rumah Hook Siap Huni Luas 209M2 Jl Danau Limboto Sawojajar,"Sawojajar, Malang",209,200,https://www.rumah123.com/properti/malang-sawojajar/rumah-hook-siap-huni-luas-209m2-jl-danau-limboto-sawojajar-hos41308364/
"Rp 1,5 Miliar",Rumah Minimalis Siap Huni Strategis Tengah Kota,"Sulfat, Malang",195,150,https://www.rumah123.com/properti/malang-sulfat/rumah-minimalis-siap-huni-strategis-tengah-kota-hos40774659/
"Rp 2,55 Miliar",Rumah Dijual di Celaket Malang,"Rampal Celaket, Malang",407,180,https://www.rumah123.com/properti/malang-rampal-celaket/rumah-dijual-di-celaket-malang-hos41284135/
Rp 600 Juta,Rumah Di D'sie Puriwarna Pakis Dekat Kampus Binus Malang,"Pakis, Malang",87,65,https://www.rumah123.com/properti/malang-pakis/rumah-di-dsie-puriwarna-pakis-dekat-kampus-binus-malang-hos40380301/
Rp 435 Juta,Rumah Minimalis Modern di Wagir Malang Gmk03968,"Wagir, Malang",72,72,https://www.rumah123.com/properti/malang-wagir/tanah-strategis-kawasan-perumahan-wagir-malang-gmk03972-hos41319760/
"Rp 1,25 Miliar",Dijual Rumah Luas 602M Poros Jalan Desa Ada Kebun Bagian Belakang Rumah,"Tajinan, Malang",602,297,https://www.rumah123.com/properti/malang-tajinan/dijual-rumah-luas-602m-poros-jalan-desa-ada-kebun-bagian-belakang-rumah-hos41148169/
Rp 650 Juta,Rumah Minimalis di Cemoro Kandang Malang,"Cemorokandang, Malang",164,100,https://www.rumah123.com/properti/malang-cemorokandang/rumah-minimalis-di-cemoro-kandang-malang-hos40837398/
"Rp 2,5 Miliar",Rumah Dijual di Cimandiri Malang,"Purwantoro, Malang",230,200,https://www.rumah123.com/properti/malang-purwantoro/rumah-dijual-di-cimandiri-malang-hos40954789/
"Rp 1,2 Miliar",Rumah Minimalis di Arumba Malang,"Tunggulwulung, Malang",91,160,https://www.rumah123.com/properti/malang-tunggulwulung/rumah-minimalis-di-arumba-malang-hos41283797/
Rp 15 Miliar,*Rumah Mewah Hook Permata Jingga Suhat* *M.a.l.a.n.g*,"Permata Jingga, Malang",800,1200,https://www.rumah123.com/properti/malang-permata-jingga/rumah-mewah-hook-permata-jingga-suhat-malang-hos41272702/
Rp 900 Juta,Rumah Minimalis Di Sulfat Malang,"Pandanwangi, Malang",92,92,https://www.rumah123.com/properti/malang-pandanwangi/rumah-minimalis-di-sulfat-malang-hos40629983/
Rp 275 Juta,Murah dekat kantor Dispenduk,"Tlogowaru, Malang",68,36,https://www.rumah123.com/properti/malang-tlogowaru/murah-dekat-kantor-dispenduk-hos17339206/
"Rp 1,5 Miliar",Rumah 1½ Lantai Lokasi Sangat Strategis Cocok Buat Usaha Apapun Harga Sangat Terjangkau,"Lesanpuro, Malang",120,216,https://www.rumah123.com/properti/malang-lesanpuro/rumah-1-lantai-lokasi-sangat-strategis-cocok-buat-usaha-apapun-harga-sangat-terjangkau-hos41344185/
"Rp 2,1 Miliar",Rumah 2 Lantai Siap Huni di Griyashanta Eksekutif Malang,"Griya Shanta, Malang",119,200,https://www.rumah123.com/properti/malang-griya-shanta/rumah-2-lantai-terawat-dan-siap-huni-selangkah-dari-suhat-malang-hos41115852/
"Rp 1,5 Miliar",Dijual Cepat!! Murah Pol Rumah+Tanah Luas Dekat Jalan Raya,"Pakisaji, Malang",845,400,https://www.rumah123.com/properti/malang-pakisaji/dijual-cepat-murah-pol-rumahtanah-luas-dekat-jalan-raya-hos41055953/
"Rp 1,5 Miliar",Rumah Minimalis di Taman Sulfat Malang,"Bunulrejo, Malang",120,100,https://www.rumah123.com/properti/malang-bunulrejo/rumah-minimalis-di-taman-sulfat-malang-hos40828040/
"Rp 1,79 Miliar",Rumah Modern Murah Bantaran Suhat Malang* (+/- 150 Mtr Dr Pondok Alhikam),"Bantaran, Malang",109,200,https://www.rumah123.com/properti/malang-bantaran/rumah-modern-murah-bantaran-suhat-malang-150-mtr-dr-pondok-alhikam-hos41312372/
"Rp 1,3 Miliar",Rumah modern dekat UMM dan exit tol Karanglo,"Tasikmadu, Malang",136,82,https://www.rumah123.com/properti/malang-tasikmadu/rumah-modern-dekat-umm-dan-exit-tol-karanglo-hos15457876/
Rp 375 Juta,Turun Harga Kompek Strategis Jl Lebar Dkt Kampus Wonokoyo Malang,"Wonokoyo, Malang",74,40,https://www.rumah123.com/properti/malang-wonokoyo/turun-harga-kompek-strategis-jl-lebar-dkt-kampus-wonokoyo-malang-hos40894630/
"Rp 1,8 Miliar",Rumah 2 Lantai Siap Huni Lokasi Perum Ikan2 Malang,"Polowijen, Malang",151,180,https://www.rumah123.com/properti/malang-polowijen/rumah-2-lantai-siap-huni-lokasi-perum-ikan2-malang-hos41276446/
Rp 3 Miliar,Rumah Mewah Siap Dipakai Aneka Usaha Tengah Kota,"Kasin, Malang",316,450,https://www.rumah123.com/properti/malang-kasin/rumah-mewah-siap-dipakai-anekausaha-tengah-kota-hos17883138/
Rp 11 Miliar,Rumah Bangunan Kolonial Di Area Gunung Gunung Jl Ijen Kota Malang,"Oro-Oro Dowo, Malang",578,220,https://www.rumah123.com/properti/malang-oro-oro-dowo/rumah-bangunan-kolonial-di-area-gunung-gunung-jl-ijen-kota-malang-hos39797699/
"Rp 2,9 Miliar",Rumah Bernuansa Villa 2 Lantai di Kawasan Elite Tidar Kota Malang,"Pisang Candi, Malang",256,230,https://www.rumah123.com/properti/malang-pisang-candi/rumah-bernuansa-villa-2-lantai-di-kawasan-elite-tidar-kota-malang-hos17232315/
"Rp 4,5 Miliar",Dijual Rumah Klasik Strategis di Tengah Kota Malang,"Permata Jingga, Malang",300,250,https://www.rumah123.com/properti/malang-permata-jingga/dijual-rumah-klasik-strategis-di-tengah-kota-malang-hos40862668/
Rp 884 Juta,Rumah Minimalis Bangunan Baru di Greenland Tidar Malang,"Tidar, Malang",91,52,https://www.rumah123.com/properti/malang-tidar/rumah-minimalis-bangunan-baru-di-greenland-tidar-malang-hos39831379/
"Rp 1,35 Miliar",Dijual Rumah Tirtasani Malang Semi Furnished,"Karangploso, Malang",180,95,https://www.rumah123.com/properti/malang-karangploso/dijual-rumah-tirtasani-malang-semi-furnished-hos40386490/
Rp 300 Juta,"Dijual Cepat Minggu Ini, Rumah Murah di Karangploso Malang","Karangploso, Malang",73,50,https://www.rumah123.com/properti/malang-karangploso/dijual-cepat-minggu-ini-rumah-murah-di-karangploso-malang-hos40651210/
Rp 375 Juta,"Rumah Gondanglegi Dekat Pasar,Smk Mutu Cocok Keluarga Kecil","Gondanglegi, Malang",79,45,https://www.rumah123.com/properti/malang-gondanglegi/rumah-gondanglegi-dekat-pasarsmk-mutu-cocok-keluarga-kecil-hos40702345/
Rp 2 Miliar,Rumah Klojen Tengah Kota Lebar 20 Meter Cocok Dibangun Rumah Townhouse,"Samaan, Malang",376,200,https://www.rumah123.com/properti/malang-samaan/rumah-klojen-tengah-kota-lebar-20-meter-cocok-dibangun-rumah-townhouse-hos14447730/
Rp 650 Juta,Butuh Uang Jual.rumah Bagus Murah Lokasi.malang Dekat Kantor Terpadu,"Arjowinangun, Malang",90,70,https://www.rumah123.com/properti/malang-arjowinangun/butuh-uang-jualrumah-bagus-murah-lokasimalang-dekat-kantor-terpadu-hos40392239/
"Rp 2,2 Miliar","DIJUAL CEPAT RUMAH MODERN SIAP HUNI DI JALAN BUAH BUAHAN, LANGSEP MALANG","Bareng, Malang",236,300,https://www.rumah123.com/properti/malang-bareng/dijual-cepat-rumah-modern-siap-huni-di-jalan-buah-buahan-langsep-malang-hos40497036/
"Rp 1,4 Miliar",Dijual Rumah Dekat Ub Kota Malang,"Tunjungsekar, Malang",127,180,https://www.rumah123.com/properti/malang-tunjungsekar/dijual-rumah-dekat-ub-kota-malang-hos18522735/
"Rp 1,99 Miliar","Beli Villa Gartis Kost dan Rumah, Garansi Passive Income","Tlogomas, Malang",75,132,https://www.rumah123.com/properti/malang-tlogomas/beli-villa-gartis-kost-dan-rumah-garansi-passive-income-hos40357250/
Rp 735 Juta,Rumah 1 Lantai Di Dau Garden Residence,"Dau, Malang",94,45,https://www.rumah123.com/properti/malang-dau/rumah-1-lantai-di-dau-garden-residence-hos40315675/
Rp 4 Miliar,Rumah SHM di daerah Janti,"Bandungrejosari, Malang",484,484,https://www.rumah123.com/properti/malang-bandungrejosari/rumah-shm-di-daerah-janti-hos15039242/
"Rp 2,7 Miliar",Dijual Rumah 2 Lantai Siap Huni Dekat Exit Tol di Sawojajar Kota Malang ✨,"Sawojajar, Malang",240,180,https://www.rumah123.com/properti/malang-sawojajar/dijual-rumah-2-lantai-siap-huni-dekat-exit-tol-di-sawojajar-kota-malang-hos41402769/
"Rp 5,5 Miliar","Dijual Rumah Luas dan Besar di Araya Golf Boulevard, Malang","Araya, Malang",420,550,https://www.rumah123.com/properti/malang-araya/dijual-rumah-luas-dan-besar-di-araya-golf-boulevard-malang-hos41402681/
"Rp 1,2 Miliar",Dijual Rumah Cantik Terawat Furnished di Pandanwangi ✨,"Pandanwangi, Malang",130,175,https://www.rumah123.com/properti/malang-pandanwangi/dijual-rumah-cantik-terawat-furnished-di-pandanwangi-hos41402669/
"Rp 1,55 Miliar",Dijual Rumah 2 Lantai Baru Semi Furnish Dekat dengan Kampus Umm dan Unisma,"Tunggulwulung, Malang",164,200,https://www.rumah123.com/properti/malang-tunggulwulung/dijual-rumah-2-lantai-baru-semi-furnish-dekat-dengan-kampus-umm-dan-unisma-hos41402635/
Rp 6 Miliar,"Dijual Rumah Kos Aktif Potos Jalan di Daerah Sigura-Gura,Lowokwaru. Malang ✨","Lowokwaru, Malang",440,300,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-kos-aktif-potos-jalan-di-daerah-siguraguralowokwaru-malang-hos41402569/
"Rp 2,2 Miliar",Rumah Minimalis Siap Huni> Cluster Elite Suhat Kota Malang,"Soekarno Hatta, Malang",128,133,https://www.rumah123.com/properti/malang-soekarno-hatta/rumah-minimalis-siap-huni-cluster-elite-suhat-kota-malang-hos41402538/
"Rp 1,2 Miliar",Rumah Mewah Vpt Tidar Elite Full Furnished Siap Huni,"Tidar, Malang",96,90,https://www.rumah123.com/properti/malang-tidar/rumah-mewah-vpt-tidar-elite-full-furnished-siap-huni-hos41401561/
"Rp 1,2 Miliar",Rumah Mewah Vpt Tidar Elite Full Furnished Siap Huni,"Villa Puncak Tidar, Malang",96,90,https://www.rumah123.com/properti/malang-villa-puncak-tidar/rumah-mewah-vpt-tidar-elite-full-furnished-siap-huni-hos41401549/
"Rp 2,3 Miliar",Dijual Rumah Tema Klasik di Cluster Golf Araya Malang,"Araya, Malang",210,350,https://www.rumah123.com/properti/malang-araya/dijual-rumah-tema-klasik-di-cluster-golf-araya-malang-hos41401171/
"Rp 2,5 Miliar",Rumah Strategis Bululawang Potensi Usaha Tinggi & Akses Mudah,"Bululawang, Malang",420,150,https://www.rumah123.com/properti/malang-bululawang/rumah-strategis-bululawang-potensi-usaha-tinggi-akses-mudah-hos41400645/
"Rp 3,2 Miliar","Rumah Baru di Citraland Puncak Tidar, Dau Malang","Dau, Malang",201,90,https://www.rumah123.com/properti/malang-dau/rumah-baru-di-citraland-puncak-tidar-dau-malang-hos41400603/
"Rp 2,5 Miliar",Rumah Lokasi Bululawang Pinggir Jalan Raya Area Ramai Bisinis,"Bululawang, Malang",420,150,https://www.rumah123.com/properti/malang-bululawang/rumah-lokasi-bululawang-pinggir-jalan-raya-area-ramai-bisinis-hos41400588/
"Rp 2,65 Miliar",Rumah Bagus Siap Huni Lowokwaru Malang Gmk03185ric,"Lowokwaru, Malang",222,110,https://www.rumah123.com/properti/malang-lowokwaru/rumah-bagus-siap-huni-lowokwaru-malang-gmk03185ric-hos41400584/
"Rp 1,3 Miliar",*Dijual Cepat Rumah 1 Lantai Dekat Raya Suhat di Perumahan Eksklusif Green Orchid Lowokwaru Kota Malang*,"Malang Kota, Malang",90,50,https://www.rumah123.com/properti/malang-malang-kota/dijual-cepat-rumah-1-lantai-dekat-raya-suhat-di-perumahan-eksklusif-green-orchid-lowokwaru-kota-malang-hos41400563/
"Rp 2,5 Miliar","Rumah Bululawang Tepi Jalan Utama Cocok Ruko, Kuliner & Kos","Bululawang, Malang",420,150,https://www.rumah123.com/properti/malang-bululawang/rumah-bululawang-tepi-jalan-utama-cocok-ruko-kuliner-kos-hos41400546/
"Rp 2,5 Miliar",*Dijual Rumah 1 Lantai Siap Huni Dekat Raya Suhat di Jl Bunga-Bunga Lowokwaru Kota Malang*,"Malang Kota, Malang",222,110,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-1-lantai-siap-huni-dekat-raya-suhat-di-jl-bungabunga-lowokwaru-kota-malang-hos41400500/
"Rp 1,2 Miliar",Dijual Rumah Siap Huni di Araya Depan Malang,"Malang Kota, Malang",135,100,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-siap-huni-di-araya-depan-malang-hos41400375/
"Rp 2,5 Miliar",Rumah Pinggir Jalan Raya Bululawang Strategis untuk Usaha,"Bululawang, Malang",420,150,https://www.rumah123.com/properti/malang-bululawang/rumah-pinggir-jalan-raya-bululawang-strategis-untuk-usaha-hos41400366/
Rp 3 Miliar,Rumah Bagus Hook Lowokwaru Dekat Sukarno Hatta Malang Gmk03979,"Lowokwaru, Malang",247,320,https://www.rumah123.com/properti/malang-lowokwaru/rumah-bagus-hook-lowokwaru-dekat-sukarno-hatta-malang-gmk03979-hos41400364/
"Rp 3,5 Miliar",Rumah Murah 280/327 Pulau2 Klojen Modern Tengah Kota Harga Miring,"Klojen, Malang",327,280,https://www.rumah123.com/properti/malang-klojen/rumah-murah-280327-pulau2-klojen-modern-tengah-kota-harga-miring-hos41400308/
Rp 8 Miliar,Jual Rumah Dharmahusada Regency 2 Lantai Mulyorejo Surabaya Timur,"Mulyorejo, Malang",300,500,https://www.rumah123.com/properti/malang-mulyorejo/jual-rumah-dharmahusada-regency-2-lantai-mulyorejo-surabaya-timur-hos41400243/
"Rp 5,75 Miliar",*Dijual Rumah Mewah Semi Furnished di Ijen Nirwana Klojen Kota Malang*,"Malang Kota, Malang",338,500,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-mewah-semi-furnished-di-ijen-nirwana-klojen-kota-malang-hos41400103/
Rp 500 Juta,Termurah Dijual Rumah Baru di Villa Bukit Tidar Malang,"Lowokwaru, Malang",72,35,https://www.rumah123.com/properti/malang-lowokwaru/termurah-dijual-rumah-baru-di-villa-bukit-tidar-malang-hos41400134/
Rp 940 Juta,Dijual Rumah 2 Lantai Minimalis Puri Nirwana Sukun Kota Malang,"Sukun, Malang",98,72,https://www.rumah123.com/properti/malang-sukun/dijual-rumah-2-lantai-minimalis-puri-nirwana-sukun-kota-malang-hos41400089/
Rp 479 Juta,Dijual Rumah Minimalis di Kalila Malang Dekat Sekolah Sabilillah,"Lowokwaru, Malang",101,50,https://www.rumah123.com/properti/malang-lowokwaru/dijual-rumah-minimalis-di-kalila-malang-dekat-sekolah-sabilillah-hos41400041/
Rp 700 Juta,Dijual Murah Rumah Terawat di Puri Kartika Asri Blimbing Kota Malang,"Blimbing, Malang",111,61,https://www.rumah123.com/properti/malang-blimbing/dijual-murah-rumah-terawat-di-puri-kartika-asri-blimbing-kota-malang-hos41399993/
"Rp 1,3 Miliar",Dijual Rumah Negotiable di Citra Garden Kedungkandang Malang,"Kedungkandang, Malang",160,240,https://www.rumah123.com/properti/malang-kedungkandang/dijual-rumah-negotiable-di-citra-garden-kedungkandang-malang-hos41399934/
"Rp 1,3 Miliar",Dijual Rumah Siap Huni View Sunset di Dieng Atas Malang,"Dieng, Malang",150,80,https://www.rumah123.com/properti/malang-dieng/dijual-rumah-siap-huni-view-sunset-di-dieng-atas-malang-hos41399881/
"Rp 5,75 Miliar",Dijual Rumah Mewah Siap Suni Besar di Araya Golf Malang,"Araya, Malang",375,360,https://www.rumah123.com/properti/malang-araya/dijual-rumah-mewah-siap-suni-besar-di-araya-golf-malang-hos41399836/
"Rp 1,35 Miliar",Dijual Rumah Konsep Villa Furnished di Bumi Ketapan Sukun Malang,"Sukun, Malang",66,120,https://www.rumah123.com/properti/malang-sukun/dijual-rumah-konsep-villa-furnished-di-bumi-ketapan-sukun-malang-hos41399796/
Rp 925 Juta,Dijual Rumah Baru Row Jalan Lebar di Selat Sunda Sawojajar Malang,"Sawojajar, Malang",102,125,https://www.rumah123.com/properti/malang-sawojajar/dijual-rumah-baru-row-jalan-lebar-di-selat-sunda-sawojajar-malang-hos41399780/
"Rp 1,45 Miliar","Dijual Rumah Modern Minimalis Semi Furnish di Batubara New Cluster, Sulfat Mlg","Sulfat, Malang",91,107,https://www.rumah123.com/properti/malang-sulfat/dijual-rumah-modern-minimalis-semi-furnish-di-batubara-new-cluster-sulfat-mlg-hos41399540/
"Rp 1,75 Miliar","Dijual Rumah Modern Terawat Furnished di Greenland, Tidar Mlg","Tidar, Malang",144,110,https://www.rumah123.com/properti/malang-tidar/dijual-rumah-modern-terawat-furnished-di-greenland-tidar-mlg-hos41399504/
"Rp 1,35 Miliar","Dijual Rumah Modern Semi Furnish di Tirtasani Royal Resort, Karangploso Mlg","Karangploso, Malang",180,95,https://www.rumah123.com/properti/malang-karangploso/dijual-rumah-modern-semi-furnish-di-tirtasani-royal-resort-karangploso-mlg-hos41399459/
"Rp 6,5 Miliar",Rumah Bagus Mewah Tidar Malang Kota Gmk03980,"Malang Kota, Malang",467,800,https://www.rumah123.com/properti/malang-malang-kota/rumah-bagus-mewah-tidar-malang-kota-gmk03980-hos41399465/
"Rp 1,3 Miliar","Dijual Rumah Area Klojen 2 Lantai Posisi Hook Turun Harga, Dekat Jalan Tumenggung Suryo, Letjen Sutoyo.","Klojen, Malang",304,450,https://www.rumah123.com/properti/malang-klojen/dijual-rumah-area-klojen-2-lantai-posisi-hook-turun-harga-dekat-jalan-tumenggung-suryo-letjen-sutoyo-hos41399348/
Rp 20 Miliar,Dijual Rumah Dokter Cipto Klojen Malang Ron.a3154,"Malang Kota, Malang",1041,900,https://www.rumah123.com/properti/malang-malang-kota/dijual-rumah-dokter-cipto-klojen-malang-rona3154-hos41399360/
"Rp 3,99 Miliar",Dijual Baru Gress Rumah Modern2lt Bonus Pantry Dg Smart Door Lock dan Pagar Otomatis Ada Taman Siap Huni Lingkungan Aman Lokasi Strategis Dekat Pusat Kota dan Pusat Perbelanjaan Akses Mudah ke Kampus Ternama di Araya Golf Pakis Malang Kota H870,"Pakis, Malang",240,270,https://www.rumah123.com/properti/malang-pakis/dijual-baru-gress-rumah-modern2lt-bonus-pantry-dg-smart-door-lock-dan-pagar-otomatis-ada-taman-siap-huni-lingkungan-hos41399290/
"Rp 1,7 Miliar",Jual Rugi Hunian Elite( The Peak) Citra Garden City Malang,"Buring, Malang",144,116,https://www.rumah123.com/properti/malang-buring/jual-rugi-hunian-elite-the-peak-citra-garden-city-malang-hos41399169/
"Rp 3,99 Miliar",Dijual Baru Gress Rumah Modern Cantik 2Lt Bonus Pantry Dg Smart Door Lock dan Pagar Otomatis Dg Ceilling Tinggi Lingkungan Aman Lokasi Strategis Dekat Pusat Kota dan Akses Mudah ke Kampus Ternama di Araya Golf H869,"Araya, Malang",240,270,https://www.rumah123.com/properti/malang-araya/dijual-baru-gress-rumah-modern-cantik-2lt-bonus-pantry-dg-smart-door-lock-dan-pagar-otomatis-dg-ceilling-tinggi-hos41399184/
Rp 4 Miliar,"Hunian Strategis Dieng Dekat Unmer, Mall & Urban Arena","Dieng, Malang",300,240,https://www.rumah123.com/properti/malang-dieng/hunian-strategis-dieng-dekat-unmer-mall-urban-arena-hos41399165/
Rp 4 Miliar,"Rumah Siap Huni Dieng Dekat Unmer, Cyber Mall & Urban Arena","Dieng, Malang",300,240,https://www.rumah123.com/properti/malang-dieng/rumah-siap-huni-dieng-dekat-unmer-cyber-mall-urban-arena-hos41399118/
Rp 4 Miliar,"Rumah Jual Dieng Lokasi Strategis Dekat Kampus, Kuliner & Mall","Sukun, Malang",300,240,https://www.rumah123.com/properti/malang-sukun/rumah-jual-dieng-lokasi-strategis-dekat-kampus-kuliner-mall-hos41399082/
"Rp 3,99 Miliar",Dijual Baru Gress Rumah Modern Cantik 2Lt Bonus Furnish Dg Smart Door Lock dan Ada Taman Siap Huni Lingkungan Aman Lokasi Strategis Dekat Pusat Kota dan Akses Mudah ke Kampus Ternama di Araya Golf Malang Kota H868,"Malang Kota, Malang",240,270,https://www.rumah123.com/properti/malang-malang-kota/dijual-baru-gress-rumah-modern-cantik-2lt-bonus-furnish-dg-smart-door-lock-dan-ada-taman-siap-huni-lingkungan-aman-hos41399053/
Rp 4 Miliar,"Rumah Area Dieng Siap Huni Dekat Unmer, Urban Arena & Mall","Dieng, Malang",300,400,https://www.rumah123.com/properti/malang-dieng/rumah-area-dieng-siap-huni-dekat-unmer-urban-arena-mall-hos41399030/
Rp 300 Juta,Rumah Lawang Lokasi Strategis Dekat Fasum Potensi Passive Income,"Lawang, Malang",172,150,https://www.rumah123.com/properti/malang-lawang/rumah-lawang-lokasi-strategis-dekat-fasum-potensi-passive-income-hos41398818/
Rp 300 Juta,Rumah Murah Lawang Lokasi Ramai Dekat Stasiun & Sman Lawang,"Lawang, Malang",172,150,https://www.rumah123.com/properti/malang-lawang/rumah-murah-lawang-lokasi-ramai-dekat-stasiun-sman-lawang-hos41398767/
"Rp 3,5 Miliar",Dijual Rumah Semi Furnish Terawat di Pbi Araya Blimbing Malang,"Araya, Malang",249,295,https://www.rumah123.com/properti/malang-araya/dijual-rumah-semi-furnish-terawat-di-pbi-araya-blimbing-malang-hos41398738/
